state_id,store_id,cat_id,dept_id,item_id,base_price,sell_price,price_diff,price_discount,base_demand,demand_change,demand_percent
CA,CA_1,FOODS,FOODS_1,FOODS_1_032,1.0,0.98,-0.020000000000000018,2.0,104.632,-30.789,-29.43
CA,CA_1,FOODS,FOODS_1,FOODS_1_034,5.88,5.61,-0.2699999999999996,4.59,2.227,-0.1559999999999997,-7.0
CA,CA_1,FOODS,FOODS_1,FOODS_1_034,5.88,5.81,-0.07000000000000028,1.19,2.227,-0.5599999999999998,-25.15
CA,CA_1,FOODS,FOODS_1,FOODS_1_035,2.48,2.28,-0.20000000000000018,8.06,3.45,4.05,117.39
CA,CA_1,FOODS,FOODS_1,FOODS_1_036,1.78,1.5,-0.28,15.73,5.308,17.398,327.77
CA,CA_1,FOODS,FOODS_1,FOODS_1_036,1.78,1.64,-0.14000000000000012,7.87,5.308,5.192,97.81
CA,CA_1,FOODS,FOODS_1,FOODS_1_037,2.97,2.97,0.0,0.0,1.69,6.231,368.7
CA,CA_1,FOODS,FOODS_1,FOODS_1_037,2.97,2.48,-0.4900000000000002,16.5,1.69,6.3100000000000005,373.37
CA,CA_1,FOODS,FOODS_1,FOODS_1_038,8.98,7.97,-1.0100000000000007,11.25,3.784,1.37,36.21
CA,CA_1,FOODS,FOODS_1,FOODS_1_040,1.97,1.76,-0.20999999999999996,10.66,12.33,0.19200000000000017,1.56
CA,CA_1,FOODS,FOODS_1,FOODS_1_041,2.24,2.18,-0.06000000000000005,2.68,11.337,-8.565999999999999,-75.56
CA,CA_1,FOODS,FOODS_1,FOODS_1_044,2.78,2.5,-0.2799999999999998,10.07,18.919,29.493,155.89
CA,CA_1,FOODS,FOODS_1,FOODS_1_044,2.78,2.68,-0.09999999999999964,3.6,18.919,21.581,114.07
CA,CA_1,FOODS,FOODS_1,FOODS_1_045,1.97,1.76,-0.20999999999999996,10.66,16.609,-6.734000000000002,-40.54
CA,CA_1,FOODS,FOODS_1,FOODS_1_046,1.0,0.98,-0.020000000000000018,2.0,19.222,15.777999999999999,82.08
CA,CA_1,FOODS,FOODS_1,FOODS_1_047,3.28,2.94,-0.33999999999999986,10.37,11.239,4.760999999999999,42.36
CA,CA_1,FOODS,FOODS_1,FOODS_1_053,5.88,5.61,-0.2699999999999996,4.59,3.267,1.2980000000000005,39.73
CA,CA_1,FOODS,FOODS_1,FOODS_1_053,5.88,5.81,-0.07000000000000028,1.19,3.267,-0.5709999999999997,-17.48
CA,CA_1,FOODS,FOODS_1,FOODS_1_054,1.88,1.68,-0.19999999999999996,10.64,7.152,5.505,76.97
CA,CA_1,FOODS,FOODS_1,FOODS_1_055,3.86,3.12,-0.7399999999999998,19.17,0.0,25.062,100.0
CA,CA_1,FOODS,FOODS_1,FOODS_1_061,2.18,2.0,-0.18000000000000016,8.26,9.0,-4.069,-45.21
CA,CA_1,FOODS,FOODS_1,FOODS_1_061,2.18,1.75,-0.43000000000000016,19.72,9.0,12.600000000000001,140.0
CA,CA_1,FOODS,FOODS_1,FOODS_1_061,2.18,2.0,-0.18000000000000016,8.26,9.0,9.047,100.52
CA,CA_1,FOODS,FOODS_1,FOODS_1_062,3.94,3.18,-0.7599999999999998,19.29,5.876,0.41799999999999926,7.11
CA,CA_1,FOODS,FOODS_1,FOODS_1_063,2.24,1.97,-0.27000000000000024,12.05,6.234,2.612,41.9
CA,CA_1,FOODS,FOODS_1,FOODS_1_065,3.28,2.94,-0.33999999999999986,10.37,2.716,0.7669999999999999,28.24
CA,CA_1,FOODS,FOODS_1,FOODS_1_066,1.36,1.33,-0.030000000000000027,2.21,12.555,-0.9670000000000005,-7.7
CA,CA_1,FOODS,FOODS_1,FOODS_1_069,2.48,2.18,-0.2999999999999998,12.1,4.495,3.7909999999999995,84.34
CA,CA_1,FOODS,FOODS_1,FOODS_1_072,4.74,3.97,-0.77,16.24,4.304,-3.6370000000000005,-84.5
CA,CA_1,FOODS,FOODS_1,FOODS_1_072,4.74,4.68,-0.0600000000000005,1.27,4.304,1.029,23.91
CA,CA_1,FOODS,FOODS_1,FOODS_1_073,1.94,1.76,-0.17999999999999994,9.28,9.697,5.832000000000001,60.14
CA,CA_1,FOODS,FOODS_1,FOODS_1_074,2.24,2.18,-0.06000000000000005,2.68,15.2,-11.113999999999999,-73.12
CA,CA_1,FOODS,FOODS_1,FOODS_1_074,2.24,2.0,-0.2400000000000002,10.71,15.2,-4.199999999999999,-27.63
CA,CA_1,FOODS,FOODS_1,FOODS_1_074,2.24,2.24,0.0,0.0,15.2,0.7600000000000016,5.0
CA,CA_1,FOODS,FOODS_1,FOODS_1_075,3.28,2.94,-0.33999999999999986,10.37,13.687,-9.825,-71.78
CA,CA_1,FOODS,FOODS_1,FOODS_1_076,5.88,5.61,-0.2699999999999996,4.59,4.2,0.5389999999999997,12.83
CA,CA_1,FOODS,FOODS_1,FOODS_1_076,5.88,5.81,-0.07000000000000028,1.19,4.2,0.19099999999999984,4.55
CA,CA_1,FOODS,FOODS_1,FOODS_1_080,7.58,6.97,-0.6100000000000003,8.05,0.0,6.042,100.0
CA,CA_1,FOODS,FOODS_1,FOODS_1_085,1.0,0.98,-0.020000000000000018,2.0,93.389,-20.933999999999997,-22.42
CA,CA_1,FOODS,FOODS_1,FOODS_1_086,1.64,1.48,-0.15999999999999992,9.76,44.705,-36.922,-82.59
CA,CA_1,FOODS,FOODS_1,FOODS_1_088,4.74,3.97,-0.77,16.24,17.376,0.03599999999999781,0.21
CA,CA_1,FOODS,FOODS_1,FOODS_1_088,4.74,4.68,-0.0600000000000005,1.27,17.376,-5.1030000000000015,-29.37
CA,CA_1,FOODS,FOODS_1,FOODS_1_090,3.28,2.94,-0.33999999999999986,10.37,11.963,-6.819999999999999,-57.01
CA,CA_1,FOODS,FOODS_1,FOODS_1_094,3.28,2.94,-0.33999999999999986,10.37,6.743,2.315999999999999,34.35
CA,CA_1,FOODS,FOODS_1,FOODS_1_095,2.83,2.66,-0.16999999999999993,6.01,2.0,-0.25,-12.5
CA,CA_1,FOODS,FOODS_1,FOODS_1_095,2.83,2.82,-0.010000000000000231,0.35,2.0,0.585,29.25
CA,CA_1,FOODS,FOODS_1,FOODS_1_096,6.47,6.22,-0.25,3.86,1.4,0.7669999999999999,54.79
CA,CA_1,FOODS,FOODS_1,FOODS_1_096,6.47,6.41,-0.05999999999999961,0.93,1.4,0.4640000000000002,33.14
CA,CA_1,FOODS,FOODS_1,FOODS_1_102,1.78,1.5,-0.28,15.73,1.458,3.6849999999999996,252.74
CA,CA_1,FOODS,FOODS_1,FOODS_1_102,1.78,1.64,-0.14000000000000012,7.87,1.458,3.542,242.94
CA,CA_1,FOODS,FOODS_1,FOODS_1_103,3.94,3.18,-0.7599999999999998,19.29,11.522,-1.2300000000000004,-10.68
CA,CA_1,FOODS,FOODS_1,FOODS_1_103,3.94,2.97,-0.9699999999999998,24.62,11.522,28.478,247.16
CA,CA_1,FOODS,FOODS_1,FOODS_1_104,3.28,2.94,-0.33999999999999986,10.37,19.224,-10.569,-54.98
CA,CA_1,FOODS,FOODS_1,FOODS_1_106,3.28,2.94,-0.33999999999999986,10.37,11.324,4.176,36.88
CA,CA_1,FOODS,FOODS_1,FOODS_1_107,5.43,5.36,-0.0699999999999994,1.29,1.75,-1.25,-71.43
CA,CA_1,FOODS,FOODS_1,FOODS_1_114,3.28,2.94,-0.33999999999999986,10.37,12.851,-6.506000000000001,-50.63
CA,CA_1,FOODS,FOODS_1,FOODS_1_116,2.48,2.18,-0.2999999999999998,12.1,2.284,0.9540000000000002,41.77
CA,CA_1,FOODS,FOODS_1,FOODS_1_119,3.28,2.94,-0.33999999999999986,10.37,4.022,-0.4360000000000004,-10.84
CA,CA_1,FOODS,FOODS_1,FOODS_1_121,1.18,1.0,-0.17999999999999994,15.25,8.167,4.025,49.28
CA,CA_1,FOODS,FOODS_1,FOODS_1_123,3.28,2.94,-0.33999999999999986,10.37,10.239,-1.9290000000000003,-18.84
CA,CA_1,FOODS,FOODS_1,FOODS_1_127,1.94,1.76,-0.17999999999999994,9.28,15.649,2.163000000000002,13.82
CA,CA_1,FOODS,FOODS_1,FOODS_1_128,3.94,3.18,-0.7599999999999998,19.29,4.623,0.3769999999999998,8.15
CA,CA_1,FOODS,FOODS_1,FOODS_1_128,3.94,2.48,-1.46,37.06,4.623,7.576999999999999,163.9
CA,CA_1,FOODS,FOODS_1,FOODS_1_128,3.94,2.97,-0.9699999999999998,24.62,4.623,2.377,51.42
CA,CA_1,FOODS,FOODS_1,FOODS_1_129,6.47,6.22,-0.25,3.86,3.733,-0.16800000000000015,-4.5
CA,CA_1,FOODS,FOODS_1,FOODS_1_129,6.47,6.41,-0.05999999999999961,0.93,3.733,-1.863,-49.91
CA,CA_1,FOODS,FOODS_1,FOODS_1_130,1.78,1.5,-0.28,15.73,3.267,2.733,83.65
CA,CA_1,FOODS,FOODS_1,FOODS_1_130,1.78,1.33,-0.44999999999999996,25.28,3.267,3.0189999999999997,92.41
CA,CA_1,FOODS,FOODS_1,FOODS_1_130,1.78,1.64,-0.14000000000000012,7.87,3.267,2.376,72.73
CA,CA_1,FOODS,FOODS_1,FOODS_1_133,2.97,2.78,-0.1900000000000004,6.4,8.465,5.766,68.12
CA,CA_1,FOODS,FOODS_1,FOODS_1_133,2.97,2.48,-0.4900000000000002,16.5,8.465,-0.798,-9.43
CA,CA_1,FOODS,FOODS_1,FOODS_1_135,2.48,2.18,-0.2999999999999998,12.1,3.574,1.9969999999999999,55.88
CA,CA_1,FOODS,FOODS_1,FOODS_1_136,4.74,3.97,-0.77,16.24,3.926,5.148,131.13
CA,CA_1,FOODS,FOODS_1,FOODS_1_138,2.48,2.18,-0.2999999999999998,12.1,3.132,2.1060000000000003,67.24
CA,CA_1,FOODS,FOODS_1,FOODS_1_140,6.98,6.38,-0.6000000000000005,8.6,4.894,-1.012,-20.68
CA,CA_1,FOODS,FOODS_1,FOODS_1_140,6.98,6.78,-0.20000000000000018,2.87,4.894,0.10599999999999987,2.17
CA,CA_1,FOODS,FOODS_1,FOODS_1_141,3.28,2.94,-0.33999999999999986,10.37,5.955,-1.6790000000000003,-28.19
CA,CA_1,FOODS,FOODS_1,FOODS_1_142,1.48,1.25,-0.22999999999999998,15.54,4.304,4.007999999999999,93.12
CA,CA_1,FOODS,FOODS_1,FOODS_1_142,1.48,1.44,-0.040000000000000036,2.7,4.304,6.295999999999999,146.28
CA,CA_1,FOODS,FOODS_1,FOODS_1_144,6.98,6.68,-0.3000000000000007,4.3,5.009,-0.5970000000000004,-11.92
CA,CA_1,FOODS,FOODS_1,FOODS_1_146,2.24,2.18,-0.06000000000000005,2.68,6.859,-4.593999999999999,-66.98
CA,CA_1,FOODS,FOODS_1,FOODS_1_150,4.74,3.97,-0.77,16.24,8.589,3.5359999999999996,41.17
CA,CA_1,FOODS,FOODS_1,FOODS_1_150,4.74,4.68,-0.0600000000000005,1.27,8.589,-0.5060000000000002,-5.89
CA,CA_1,FOODS,FOODS_1,FOODS_1_152,8.23,6.98,-1.25,15.19,3.93,5.845000000000001,148.73
CA,CA_1,FOODS,FOODS_1,FOODS_1_153,1.88,1.68,-0.19999999999999996,10.64,8.482,1.657,19.54
CA,CA_1,FOODS,FOODS_1,FOODS_1_154,1.48,1.25,-0.22999999999999998,15.54,7.331,9.919,135.3
CA,CA_1,FOODS,FOODS_1,FOODS_1_154,1.48,1.44,-0.040000000000000036,2.7,7.331,7.486999999999999,102.13
CA,CA_1,FOODS,FOODS_1,FOODS_1_161,1.0,0.98,-0.020000000000000018,2.0,9.263,54.252,585.68
CA,CA_1,FOODS,FOODS_1,FOODS_1_166,2.18,2.0,-0.18000000000000016,8.26,19.5,-1.591000000000001,-8.16
CA,CA_1,FOODS,FOODS_1,FOODS_1_166,2.18,1.75,-0.43000000000000016,19.72,19.5,8.7,44.62
CA,CA_1,FOODS,FOODS_1,FOODS_1_166,2.18,2.0,-0.18000000000000016,8.26,19.5,8.132000000000001,41.7
CA,CA_1,FOODS,FOODS_1,FOODS_1_167,4.74,3.97,-0.77,16.24,7.52,4.517000000000001,60.07
CA,CA_1,FOODS,FOODS_1,FOODS_1_168,2.18,2.0,-0.18000000000000016,8.26,1.5,5.382,358.8
CA,CA_1,FOODS,FOODS_1,FOODS_1_168,2.18,1.75,-0.43000000000000016,19.72,1.5,-0.5,-33.33
CA,CA_1,FOODS,FOODS_1,FOODS_1_168,2.18,2.0,-0.18000000000000016,8.26,1.5,3.569,237.93
CA,CA_1,FOODS,FOODS_1,FOODS_1_172,1.84,1.68,-0.16000000000000014,8.7,6.533,10.091999999999999,154.48
CA,CA_1,FOODS,FOODS_1,FOODS_1_174,4.74,3.97,-0.77,16.24,8.887,2.2889999999999997,25.76
CA,CA_1,FOODS,FOODS_1,FOODS_1_174,4.74,4.68,-0.0600000000000005,1.27,8.887,-2.2510000000000003,-25.33
CA,CA_1,FOODS,FOODS_1,FOODS_1_176,2.97,2.97,0.0,0.0,1.791,1.4980000000000002,83.64
CA,CA_1,FOODS,FOODS_1,FOODS_1_176,2.97,2.48,-0.4900000000000002,16.5,1.791,4.209,235.01
CA,CA_1,FOODS,FOODS_1,FOODS_1_177,8.48,7.97,-0.5100000000000007,6.01,3.982,1.83,45.96
CA,CA_1,FOODS,FOODS_1,FOODS_1_178,8.98,8.97,-0.009999999999999787,0.11,2.973,0.496,16.68
CA,CA_1,FOODS,FOODS_1,FOODS_1_187,8.98,7.97,-1.0100000000000007,11.25,3.689,3.9779999999999998,107.83
CA,CA_1,FOODS,FOODS_1,FOODS_1_194,4.74,3.97,-0.77,16.24,14.236,12.541999999999998,88.1
CA,CA_1,FOODS,FOODS_1,FOODS_1_195,2.24,2.18,-0.06000000000000005,2.68,10.2,-6.994,-68.57
CA,CA_1,FOODS,FOODS_1,FOODS_1_195,2.24,2.0,-0.2400000000000002,10.71,10.2,-4.199999999999999,-41.18
CA,CA_1,FOODS,FOODS_1,FOODS_1_195,2.24,2.24,0.0,0.0,10.2,2.0810000000000013,20.4
CA,CA_1,FOODS,FOODS_1,FOODS_1_197,4.74,3.97,-0.77,16.24,10.878,4.416,40.6
CA,CA_1,FOODS,FOODS_1,FOODS_1_197,4.74,4.68,-0.0600000000000005,1.27,10.878,-0.7780000000000005,-7.15
CA,CA_1,FOODS,FOODS_1,FOODS_1_198,2.48,2.28,-0.20000000000000018,8.06,1.924,1.854,96.36
CA,CA_1,FOODS,FOODS_1,FOODS_1_201,2.18,2.0,-0.18000000000000016,8.26,28.0,-9.152000000000001,-32.69
CA,CA_1,FOODS,FOODS_1,FOODS_1_201,2.18,1.75,-0.43000000000000016,19.72,28.0,-6.5,-23.21
CA,CA_1,FOODS,FOODS_1,FOODS_1_201,2.18,2.0,-0.18000000000000016,8.26,28.0,-1.1050000000000004,-3.95
CA,CA_1,FOODS,FOODS_1,FOODS_1_204,1.0,0.98,-0.020000000000000018,2.0,5.0,10.338,206.76
CA,CA_1,FOODS,FOODS_1,FOODS_1_206,1.98,1.58,-0.3999999999999999,20.2,39.818,-17.714999999999996,-44.49
CA,CA_1,FOODS,FOODS_1,FOODS_1_206,1.98,1.76,-0.21999999999999997,11.11,39.818,-21.150999999999996,-53.12
CA,CA_1,FOODS,FOODS_1,FOODS_1_207,3.32,3.12,-0.19999999999999973,6.02,7.483,0.5170000000000003,6.91
CA,CA_1,FOODS,FOODS_1,FOODS_1_214,2.92,2.64,-0.2799999999999998,9.59,5.035,0.22299999999999986,4.43
CA,CA_1,FOODS,FOODS_1,FOODS_1_216,5.14,4.74,-0.39999999999999947,7.78,5.074,1.1219999999999999,22.11
CA,CA_1,FOODS,FOODS_1,FOODS_1_217,3.28,2.94,-0.33999999999999986,10.37,28.836,-14.490999999999998,-50.25
CA,CA_1,FOODS,FOODS_1,FOODS_1_218,1.0,0.98,-0.020000000000000018,2.0,21.579,48.764,225.98
CA,CA_1,FOODS,FOODS_1,FOODS_1_219,2.18,2.0,-0.18000000000000016,8.26,23.0,-4.484999999999999,-19.5
CA,CA_1,FOODS,FOODS_1,FOODS_1_219,2.18,1.75,-0.43000000000000016,19.72,23.0,6.399999999999999,27.83
CA,CA_1,FOODS,FOODS_1,FOODS_1_219,2.18,2.0,-0.18000000000000016,8.26,23.0,1.9379999999999988,8.43
CA,CA_1,FOODS,FOODS_2,FOODS_2_001,2.38,1.97,-0.4099999999999999,17.23,3.0,-1.53,-51.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_005,3.78,3.25,-0.5299999999999998,14.02,2.8,2.2,78.57
CA,CA_1,FOODS,FOODS_2,FOODS_2_005,3.78,3.68,-0.09999999999999964,2.65,2.8,4.914000000000001,175.5
CA,CA_1,FOODS,FOODS_2,FOODS_2_005,3.78,3.38,-0.3999999999999999,10.58,2.8,0.9890000000000003,35.32
CA,CA_1,FOODS,FOODS_2,FOODS_2_010,2.58,2.48,-0.10000000000000009,3.88,13.0,-4.8919999999999995,-37.63
CA,CA_1,FOODS,FOODS_2,FOODS_2_011,2.98,1.98,-1.0,33.56,3.213,-0.5880000000000001,-18.3
CA,CA_1,FOODS,FOODS_2,FOODS_2_012,3.43,3.34,-0.0900000000000003,2.62,4.636,-0.2549999999999999,-5.5
CA,CA_1,FOODS,FOODS_2,FOODS_2_012,3.43,2.96,-0.4700000000000002,13.7,4.636,0.030999999999999694,0.67
CA,CA_1,FOODS,FOODS_2,FOODS_2_013,2.23,1.97,-0.26,11.66,34.375,2.418999999999997,7.04
CA,CA_1,FOODS,FOODS_2,FOODS_2_014,2.96,2.73,-0.22999999999999998,7.77,0.0,24.625,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_014,2.96,2.76,-0.20000000000000018,6.76,0.0,21.087,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_014,2.96,2.86,-0.10000000000000009,3.38,0.0,8.588,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_016,1.14,1.0,-0.1399999999999999,12.28,52.549,-13.549,-25.78
CA,CA_1,FOODS,FOODS_2,FOODS_2_016,1.14,0.98,-0.15999999999999992,14.04,52.549,4.673000000000002,8.89
CA,CA_1,FOODS,FOODS_2,FOODS_2_020,2.68,2.48,-0.20000000000000018,7.46,12.0,-3.0619999999999994,-25.52
CA,CA_1,FOODS,FOODS_2,FOODS_2_020,2.68,2.53,-0.15000000000000036,5.6,12.0,-3.083,-25.69
CA,CA_1,FOODS,FOODS_2,FOODS_2_020,2.68,2.5,-0.18000000000000016,6.72,12.0,-4.0,-33.33
CA,CA_1,FOODS,FOODS_2,FOODS_2_020,2.68,2.53,-0.15000000000000036,5.6,12.0,-12.0,-100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_021,0.72,0.64,-0.07999999999999996,11.11,67.225,18.233000000000004,27.12
CA,CA_1,FOODS,FOODS_2,FOODS_2_024,2.58,2.5,-0.08000000000000007,3.1,7.606,7.061,92.83
CA,CA_1,FOODS,FOODS_2,FOODS_2_025,3.87,3.25,-0.6200000000000001,16.02,3.5,3.5,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_025,3.87,3.68,-0.18999999999999995,4.91,3.5,3.25,92.86
CA,CA_1,FOODS,FOODS_2,FOODS_2_025,3.87,3.38,-0.4900000000000002,12.66,3.5,6.464,184.69
CA,CA_1,FOODS,FOODS_2,FOODS_2_025,3.87,3.68,-0.18999999999999995,4.91,3.5,1.0,28.57
CA,CA_1,FOODS,FOODS_2,FOODS_2_025,3.87,3.78,-0.0900000000000003,2.33,3.5,-1.25,-35.71
CA,CA_1,FOODS,FOODS_2,FOODS_2_029,11.54,11.24,-0.29999999999999893,2.6,38.267,-1.1670000000000016,-3.05
CA,CA_1,FOODS,FOODS_2,FOODS_2_029,11.54,10.98,-0.5599999999999987,4.85,38.267,-8.906000000000002,-23.27
CA,CA_1,FOODS,FOODS_2,FOODS_2_030,5.12,4.23,-0.8899999999999997,17.38,17.5,5.029,28.74
CA,CA_1,FOODS,FOODS_2,FOODS_2_030,5.12,4.28,-0.8399999999999999,16.41,17.5,5.885000000000002,33.63
CA,CA_1,FOODS,FOODS_2,FOODS_2_030,5.12,4.48,-0.6399999999999997,12.5,17.5,3.9929999999999986,22.82
CA,CA_1,FOODS,FOODS_2,FOODS_2_034,2.68,2.48,-0.20000000000000018,7.46,6.5,1.8529999999999998,28.51
CA,CA_1,FOODS,FOODS_2,FOODS_2_034,2.68,2.53,-0.15000000000000036,5.6,6.5,1.1920000000000002,18.34
CA,CA_1,FOODS,FOODS_2,FOODS_2_034,2.68,2.5,-0.18000000000000016,6.72,6.5,-3.75,-57.69
CA,CA_1,FOODS,FOODS_2,FOODS_2_034,2.68,2.53,-0.15000000000000036,5.6,6.5,-6.5,-100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_036,4.25,3.98,-0.27,6.35,10.0,16.0,160.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_036,4.25,3.48,-0.77,18.12,10.0,17.0,170.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_036,4.25,3.33,-0.9199999999999999,21.65,10.0,26.0,260.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_036,4.25,3.47,-0.7799999999999998,18.35,10.0,13.664000000000001,136.64
CA,CA_1,FOODS,FOODS_2,FOODS_2_037,7.24,6.84,-0.40000000000000036,5.52,5.833,-2.9730000000000003,-50.97
CA,CA_1,FOODS,FOODS_2,FOODS_2_038,6.08,5.88,-0.20000000000000018,3.29,4.266,3.5519999999999996,83.26
CA,CA_1,FOODS,FOODS_2,FOODS_2_041,3.78,3.25,-0.5299999999999998,14.02,0.933,1.045,112.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_041,3.78,3.48,-0.2999999999999998,7.94,0.933,1.067,114.36
CA,CA_1,FOODS,FOODS_2,FOODS_2_042,2.34,2.0,-0.33999999999999986,14.53,12.273,3.7639999999999993,30.67
CA,CA_1,FOODS,FOODS_2,FOODS_2_042,2.34,2.24,-0.09999999999999964,4.27,12.273,-0.44200000000000017,-3.6
CA,CA_1,FOODS,FOODS_2,FOODS_2_043,2.98,1.98,-1.0,33.56,5.383,4.242,78.8
CA,CA_1,FOODS,FOODS_2,FOODS_2_044,2.98,2.48,-0.5,16.78,2.5,2.875,115.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_044,2.98,2.53,-0.4500000000000002,15.1,2.5,3.2140000000000004,128.56
CA,CA_1,FOODS,FOODS_2,FOODS_2_044,2.98,2.5,-0.48,16.11,2.5,3.0,120.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_044,2.98,2.53,-0.4500000000000002,15.1,2.5,-2.5,-100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_047,2.96,2.73,-0.22999999999999998,7.77,17.746,8.504000000000001,47.92
CA,CA_1,FOODS,FOODS_2,FOODS_2_047,2.96,2.76,-0.20000000000000018,6.76,17.746,1.9810000000000016,11.16
CA,CA_1,FOODS,FOODS_2,FOODS_2_047,2.96,2.86,-0.10000000000000009,3.38,17.746,5.254000000000001,29.61
CA,CA_1,FOODS,FOODS_2,FOODS_2_049,2.98,2.88,-0.10000000000000009,3.36,7.5,-7.341,-97.88
CA,CA_1,FOODS,FOODS_2,FOODS_2_051,2.58,2.5,-0.08000000000000007,3.1,7.836,1.5429999999999993,19.69
CA,CA_1,FOODS,FOODS_2,FOODS_2_052,13.74,11.78,-1.9600000000000009,14.26,4.375,20.903,477.78
CA,CA_1,FOODS,FOODS_2,FOODS_2_052,13.74,11.97,-1.7699999999999996,12.88,4.375,3.2460000000000004,74.19
CA,CA_1,FOODS,FOODS_2,FOODS_2_053,7.34,6.48,-0.8599999999999994,11.72,4.871,3.6289999999999996,74.5
CA,CA_1,FOODS,FOODS_2,FOODS_2_054,2.44,2.28,-0.16000000000000014,6.56,34.142,-4.506000000000004,-13.2
CA,CA_1,FOODS,FOODS_2,FOODS_2_055,2.53,2.48,-0.04999999999999982,1.98,0.0,3.4,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_055,2.53,2.53,0.0,0.0,0.0,5.167,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_055,2.53,2.5,-0.029999999999999805,1.19,0.0,6.0,100.0
CA,CA_1,FOODS,FOODS_2,FOODS_2_058,4.84,4.37,-0.46999999999999975,9.71,2.953,-1.047,-35.46
CA,CA_1,FOODS,FOODS_2,FOODS_2_060,7.24,6.84,-0.40000000000000036,5.52,21.972,-8.181000000000001,-37.23
CA,CA_1,FOODS,FOODS_2,FOODS_2_061,1.97,1.88,-0.09000000000000008,4.57,13.391,4.465999999999999,33.35
CA,CA_1,FOODS,FOODS_2,FOODS_2_062,5.24,4.96,-0.28000000000000025,5.34,3.182,8.091,254.27
CA,CA_1,FOODS,FOODS_2,FOODS_2_062,5.24,4.88,-0.3600000000000003,6.87,3.182,3.9760000000000004,124.95
CA,CA_1,FOODS,FOODS_2,FOODS_2_062,5.24,4.98,-0.2599999999999998,4.96,3.182,4.351000000000001,136.74
CA,CA_1,FOODS,FOODS_2,FOODS_2_063,2.96,2.73,-0.22999999999999998,7.77,7.0,20.25,289.29
CA,CA_1,FOODS,FOODS_2,FOODS_2_063,2.96,2.76,-0.20000000000000018,6.76,7.0,13.408999999999999,191.56
CA,CA_1,FOODS,FOODS_2,FOODS_2_063,2.96,2.86,-0.10000000000000009,3.38,7.0,6.5,92.86
